STATION_ID,STATION_ID_TYPE,STATE_NAME,STATION_LOCATION,CATEGORY,STATION_STATUS,LATITUDE,LONGITUDE,STATE_NAME_MWQI,STATION_LOCATION_MWQI,CATEGORY_MWQI,LATEST_MWQI,LATEST_CLASS,MWQI_2021,MWQI_2022,MWQI_2023,MWQI_2024,MWQI_2025,CHANGE_1Y,CHANGE_5Y,MEAN_5Y,MIN_5Y,TREND_SLOPE_5Y,TREND_DIRECTION,CURRENT_POOR,CURRENT_MODERATE,DECLINING_5Y,DROP_5_PLUS,DROP_10_PLUS
MMPC003,MODERN,Pulau Pinang,Pantai Bersih,Coastal,1.0,5.44167,100.378,P. Pinang,Pantai Bersih,Coastal,81.0,Good,75.0,86.0,73.0,84.0,81.0,-3.0,6.0,79.8,73.0,0.999999999999973,Improving,False,False,False,False,False
MMPC004,MODERN,Pulau Pinang,Pantai Miami,Coastal,1.0,5.47923,100.268,P. Pinang,Pantai Miami,Coastal,90.0,Excellent,70.0,86.0,90.0,88.0,90.0,2.0,20.0,84.8,70.0,4.199999999999845,Improving,False,False,False,False,False
MMPC005,MODERN,Pulau Pinang,Pantai Pasir Panjang,Coastal,1.0,5.29722,100.183,P. Pinang,Pantai Pasir Panjang,Coastal,88.0,Good,93.0,95.0,93.0,93.0,88.0,-5.0,-5.0,92.4,88.0,-1.1999999999997917,Declining,False,False,True,True,False
MMPC006,MODERN,Pulau Pinang,Batu Feringgi (Casuarina),Coastal,1.0,5.46944,100.242,P. Pinang,Batu Feringgi (Casuarina),Coastal,86.0,Good,83.0,82.0,93.0,85.0,86.0,1.0,3.0,85.8,82.0,0.8999999999999517,Improving,False,False,False,False,False
MMPC007,MODERN,Pulau Pinang,Luar Pantai Teluk Bahang,Coastal,1.0,5.462,100.213,P. Pinang,Luar Pantai Teluk Bahang,Coastal,94.0,Excellent,81.0,88.0,94.0,91.0,94.0,3.0,13.0,89.6,81.0,2.8999999999998134,Improving,False,False,False,False,False
MMPC008,MODERN,Pulau Pinang,Persiaran Gurney,Coastal,1.0,5.4373,100.313,P. Pinang,Persiaran Gurney,Coastal,71.0,Moderate,60.0,79.0,73.0,84.0,71.0,-13.0,11.0,73.4,60.0,2.6999999999998305,Improving,False,True,False,False,False
MMPC009,MODERN,Pulau Pinang,Rumah Pam Baru Perai,Coastal,1.0,5.35417,100.387,P. Pinang,Rumah Pam Baru Perai,Coastal,81.0,Good,68.0,76.0,88.0,83.0,81.0,-2.0,13.0,79.2,68.0,3.2999999999997542,Improving,False,False,False,False,False
MMPC010,MODERN,Pulau Pinang,Rumah Pam Lama Perai,Coastal,1.0,5.33445,100.31,P. Pinang,Rumah Pam Lama Perai,Coastal,69.0,Moderate,65.0,59.0,67.0,72.0,69.0,-3.0,4.0,66.4,59.0,2.099999999999377,Improving,False,True,False,False,False
MMPC011,MODERN,Pulau Pinang,Selat PP Selatan (Jelutong),Coastal,1.0,5.39108,100.329,P. Pinang,Selat PP Selatan (Jelutong),Coastal,57.0,Moderate,59.0,59.0,59.0,57.0,57.0,0.0,-2.0,58.2,57.0,-0.5999999999998715,Declining,False,True,True,False,False
MMPC012,MODERN,Pulau Pinang,Tanjung Bungah,Coastal,1.0,5.46742,100.281,P. Pinang,Tanjung Bungah,Coastal,89.0,Good,67.0,72.0,90.0,80.0,89.0,9.0,22.0,79.6,67.0,5.199999999999547,Improving,False,False,False,False,False
MMPC013,MODERN,Pulau Pinang,Teluk Tempoyak,Coastal,1.0,5.46856,100.294,P. Pinang,Tanjung Bungah 2,Coastal,76.0,Moderate,70.0,63.0,69.0,87.0,76.0,-11.0,6.0,73.0,63.0,3.599999999998831,Improving,False,True,False,False,False
MMPC014,MODERN,Pulau Pinang,Batu Maung,Coastal,1.0,5.287831,100.292314,P. Pinang,Batu Maung 2,Coastal,57.0,Moderate,69.0,58.0,72.0,71.0,57.0,-14.0,-12.0,65.4,57.0,-1.1000000000002759,Declining,False,True,True,True,True
MMAC001,MODERN,Perak,Pantai Pasir Bogak,Coastal,1.0,4.21176,100.551,Perak,Pantai Pasir Bogak,Coastal,95.0,Excellent,95.0,94.0,92.0,95.0,95.0,0.0,0.0,94.2,92.0,0.09999999999992033,Stable,False,False,False,False,False
MMAC002,MODERN,Perak,Pantai Teluk Dalam,Coastal,1.0,4.25,100.556,Perak,Pantai Teluk Dalam,Coastal,91.0,Excellent,94.0,92.0,93.0,95.0,91.0,-4.0,-3.0,93.0,91.0,-0.30000000000007776,Stable,False,False,False,False,False
MMAC003,MODERN,Perak,Pantai Teluk Batik,Coastal,1.0,4.18732,100.606,Perak,Pantai Teluk Batik,Coastal,95.0,Excellent,78.0,89.0,92.0,95.0,95.0,0.0,17.0,89.8,78.0,3.999999999999631,Improving,False,False,False,False,False
MMAC004,MODERN,Perak,Pantai Tanjung Batu,Coastal,1.0,4.42659,100.595,Perak,Pantai Tanjung Batu,Coastal,92.0,Excellent,93.0,94.0,93.0,96.0,92.0,-4.0,-1.0,93.6,92.0,-5.0020831193920274e-14,Stable,False,False,False,False,False
MMAC008,MODERN,Perak,Pantai Pasir Panjang,Coastal,1.0,4.34797,100.568,Perak,Pantai Pasir Panjang,Coastal,96.0,Excellent,91.0,95.0,94.0,95.0,96.0,1.0,5.0,94.2,91.0,0.9999999999999564,Improving,False,False,False,False,False
MMBC001,MODERN,Selangor,Pantai Bagan Lalang,Coastal,1.0,2.6054,101.687,Selangor,Pantai Bagan Lalang,Coastal,91.0,Excellent,84.0,84.0,89.0,86.0,91.0,5.0,7.0,86.8,84.0,1.599999999999837,Improving,False,False,False,False,False
MMBC002,MODERN,Selangor,Pantai Morib,Coastal,1.0,2.75,101.439,Selangor,Pantai Morib,Coastal,72.0,Moderate,68.0,84.0,88.0,85.0,72.0,-13.0,4.0,79.4,68.0,0.9000000000002435,Improving,False,True,False,False,False
MMBC003,MODERN,Selangor,Selat Pulau Babi,Coastal,1.0,3.00766,101.273,Selangor,Selat Pulau Babi,Coastal,71.0,Moderate,87.0,91.0,95.0,89.0,71.0,-18.0,-16.0,86.6,71.0,-3.399999999999411,Declining,False,True,True,True,True
MMBC004,MODERN,Selangor,Selat Klang Utara,Coastal,1.0,3.02818,101.351,Selangor,Selat Klang Utara,Coastal,55.0,Moderate,62.0,56.0,79.0,56.0,55.0,-1.0,-7.0,61.6,55.0,-1.3999999999996147,Declining,False,True,True,True,False
MMNC001,MODERN,N. Sembilan,Bagan Pinang,Coastal,1.0,2.50823,101.828,N. Sembilan,Bagan Pinang,Coastal,90.0,Excellent,91.0,90.0,95.0,95.0,90.0,-5.0,-1.0,92.2,90.0,0.29999999999987464,Stable,False,False,False,False,False
MMNC002,MODERN,N. Sembilan,Telok Sinting,Coastal,1.0,2.41522,101.941,N. Sembilan,Telok Sinting,Coastal,90.0,Excellent,87.0,94.0,89.0,91.0,90.0,-1.0,3.0,90.2,87.0,0.3000000000001196,Stable,False,False,False,False,False
MMNC003,MODERN,N. Sembilan,Port Dickson Bandar,Coastal,1.0,2.52001,101.798,N. Sembilan,Port Dickson Bandar,Coastal,91.0,Excellent,88.0,88.0,93.0,95.0,91.0,-4.0,3.0,91.0,88.0,1.299999999999717,Improving,False,False,False,False,False
MMNC004,MODERN,N. Sembilan,Port Dickson Batu 4,Coastal,1.0,2.49971,101.837,N. Sembilan,Port Dickson Batu 4,Coastal,92.0,Excellent,88.0,89.0,89.0,95.0,92.0,-3.0,4.0,90.6,88.0,1.399999999999695,Improving,False,False,False,False,False
MMNC005,MODERN,N. Sembilan,Port Dickson Batu 5,Coastal,1.0,2.49585,101.838,N. Sembilan,Port Dickson Batu 5,Coastal,89.0,Good,73.0,81.0,94.0,95.0,89.0,-6.0,16.0,86.4,73.0,4.5999999999994134,Improving,False,False,False,False,False
MMNC006,MODERN,N. Sembilan,Port Dickson Batu 6,Coastal,1.0,2.48079,101.847,N. Sembilan,Port Dickson Batu 6,Coastal,91.0,Excellent,90.0,93.0,96.0,93.0,91.0,-2.0,1.0,92.6,90.0,0.20000000000007756,Stable,False,False,False,False,False
MMNC007,MODERN,N. Sembilan,Port Dickson Batu 7,Coastal,1.0,2.46123,101.851,N. Sembilan,Port Dickson Batu 7,Coastal,92.0,Excellent,93.0,95.0,94.0,93.0,92.0,-1.0,-1.0,93.4,92.0,-0.3999999999998662,Stable,False,False,False,False,False
MMNC008,MODERN,N. Sembilan,Port Dickson Batu 8,Coastal,1.0,2.45415,101.854,N. Sembilan,Port Dickson Batu 8,Coastal,95.0,Excellent,93.0,95.0,95.0,94.0,95.0,1.0,2.0,94.4,93.0,0.30000000000003885,Stable,False,False,False,False,False
MMNC009,MODERN,N. Sembilan,Port Dickson Batu 10,Coastal,1.0,2.41706,101.856,N. Sembilan,Port Dickson Batu 10,Coastal,91.0,Excellent,92.0,97.0,95.0,95.0,91.0,-4.0,-1.0,94.0,91.0,-0.39999999999982466,Stable,False,False,False,False,False
MMNC010,MODERN,N. Sembilan,Port Dickson Janakuasa TNB,Coastal,1.0,2.54237,101.798,N. Sembilan,Port Dickson Janakuasa TNB,Coastal,91.0,Excellent,70.0,90.0,93.0,95.0,91.0,-4.0,21.0,87.8,70.0,4.699999999999757,Improving,False,False,False,False,False
MMNC011,MODERN,N. Sembilan,Telok Pelanduk,Coastal,1.0,2.41663,101.892,N. Sembilan,Telok Pelanduk,Coastal,91.0,Excellent,91.0,94.0,92.0,93.0,91.0,-2.0,0.0,92.2,91.0,-0.09999999999992577,Stable,False,False,False,False,False
MMNC012,MODERN,N. Sembilan,Pantai Cermin,Coastal,1.0,2.41499,101.861,N. Sembilan,Pantai Cermin,Coastal,94.0,Excellent,94.0,94.0,94.0,92.0,94.0,2.0,0.0,93.6,92.0,-0.19999999999991203,Stable,False,False,False,False,False
MMMC001,MODERN,Melaka,Pantai Rombang,Coastal,1.0,2.22728,102.148,Melaka,Pantai Rombang,Coastal,87.0,Good,88.0,88.0,91.0,93.0,87.0,-6.0,-1.0,89.4,87.0,0.29999999999986177,Stable,False,False,False,False,False
MMMC002,MODERN,Melaka,Pantai Kundur,Coastal,1.0,2.24319,102.14,Melaka,Pantai Kundur,Coastal,90.0,Excellent,89.0,83.0,89.0,90.0,90.0,0.0,1.0,88.2,83.0,0.8999999999996701,Improving,False,False,False,False,False
MMMC003,MODERN,Melaka,Pantai Tanjung Bidara,Coastal,1.0,2.29075,102.088,Melaka,Pantai Tanjung Bidara,Coastal,86.0,Good,69.0,87.0,92.0,94.0,86.0,-8.0,17.0,85.6,69.0,4.099999999999758,Improving,False,False,False,False,False
MMMC004,MODERN,Melaka,Teluk Gong,Coastal,1.0,2.33983,102.056,Melaka,Teluk Gong,Coastal,85.0,Good,60.0,90.0,90.0,92.0,85.0,-7.0,25.0,83.4,60.0,5.199999999999942,Improving,False,False,False,False,False
MMMC005,MODERN,Melaka,Pulau Melaka Point A(i),Coastal,1.0,2.17992,102.243,Melaka,Pulau Melaka Point A1,Coastal,82.0,Good,89.0,83.0,88.0,88.0,82.0,-6.0,-7.0,86.0,82.0,-0.9000000000000895,Declining,False,False,True,True,False
MMMC006,MODERN,Melaka,Pulau Melaka Point A(ii),Coastal,1.0,2.17644,102.252,Melaka,Pulau Melaka Point A2,Coastal,90.0,Excellent,80.0,83.0,92.0,88.0,90.0,2.0,10.0,86.6,80.0,2.4999999999997744,Improving,False,False,False,False,False
MMMC007,MODERN,Melaka,Pulau Melaka Point B(i),Coastal,1.0,2.18332,102.248,Melaka,Pulau Melaka Point B1,Coastal,59.0,Moderate,58.0,57.0,54.0,57.0,59.0,2.0,1.0,57.0,54.0,0.19999999999991616,Stable,False,True,False,False,False
MMMC008,MODERN,Melaka,Pulau Melaka Point B(ii),Coastal,1.0,2.1813,102.255,Melaka,Pulau Melaka Point B2,Coastal,58.0,Moderate,57.0,57.0,55.0,56.0,58.0,2.0,1.0,56.6,55.0,0.09999999999999364,Stable,False,True,False,False,False
MMJC001,MODERN,Johor,Tanjung Bin,Coastal,1.0,1.32456,103.557,Johor,Tanjung Bin,Coastal,87.0,Good,90.0,91.0,93.0,93.0,87.0,-6.0,-3.0,90.8,87.0,-0.39999999999996655,Stable,False,False,False,False,False
MMJC002,MODERN,Johor,Pelabuhan Tanjung Pelepas,Coastal,1.0,1.35361,103.543,Johor,Pelabuhan Tanjung Pelepas,Coastal,86.0,Good,91.0,82.0,80.0,92.0,86.0,-6.0,-5.0,86.2,80.0,-5.039865791356197e-13,Stable,False,False,False,True,False
MMJC003,MODERN,Johor,Hadapan Jabatan Laut,Coastal,1.0,1.38275,103.535,Johor,Hadapan Jabatan Laut,Coastal,73.0,Moderate,82.0,81.0,69.0,83.0,73.0,-10.0,-9.0,77.6,69.0,-1.6000000000000727,Declining,False,True,True,True,False
MMJC004,MODERN,Johor,Pantai Stulang Laut,Coastal,1.0,1.46722,103.779,Johor,Pantai Stulang Laut,Coastal,53.0,Moderate,56.0,55.0,56.0,55.0,53.0,-2.0,-3.0,55.0,53.0,-0.5999999999999344,Declining,False,True,True,False,False
MMJC005,MODERN,Johor,Jeti Teluk Jawa,Coastal,1.0,1.47354,103.848,Johor,Jeti Teluk Jawa,Coastal,59.0,Moderate,70.0,59.0,64.0,79.0,59.0,-20.0,-11.0,66.2,59.0,-0.20000000000071785,Stable,False,True,False,True,True
MMJC006,MODERN,Johor,Pelabuhan Pasir Gudang,Coastal,1.0,1.43255,103.899,Johor,Pelabuhan Pasir Gudang,Coastal,57.0,Moderate,59.0,66.0,58.0,59.0,57.0,-2.0,-2.0,59.8,57.0,-1.099999999999649,Declining,False,True,True,False,False
MMJC007,MODERN,Johor,Hadapan HSAJB,Coastal,1.0,1.45644,103.746,Johor,Hadapan HSAJB,Coastal,53.0,Moderate,58.0,51.0,56.0,56.0,53.0,-3.0,-5.0,54.8,51.0,-0.5000000000001539,Declining,False,True,True,True,False
MMJC008,MODERN,Johor,Pantai Lido,Coastal,1.0,1.46556,103.725,Johor,Pantai Lido,Coastal,52.0,Moderate,54.0,50.0,55.0,54.0,52.0,-2.0,-2.0,53.0,50.0,-1.2021390784553516e-13,Stable,False,True,False,False,False
MMJC009,MODERN,Johor,Pantai Teluk Mahkota,Coastal,1.0,1.89781,104.105,Johor,Pantai Teluk Mahkota,Coastal,91.0,Excellent,93.0,95.0,93.0,95.0,91.0,-4.0,-2.0,93.4,91.0,-0.3999999999999415,Stable,False,False,False,False,False
MMJC010,MODERN,Johor,Pantai Tanjung Leman,Coastal,1.0,2.14528,104.007,Johor,Pantai Tanjung Leman,Coastal,93.0,Excellent,97.0,94.0,96.0,96.0,93.0,-3.0,-4.0,95.2,93.0,-0.6000000000000172,Declining,False,False,True,False,False
MMJC011,MODERN,Johor,Pantai Sri Pantai,Coastal,1.0,2.37917,103.889,Johor,Pantai Sri Pantai,Coastal,94.0,Excellent,91.0,95.0,97.0,96.0,94.0,-2.0,3.0,94.6,91.0,0.699999999999996,Improving,False,False,False,False,False
MMJC012,MODERN,Johor,Tanjung Merak,Coastal,1.0,1.36275,104.11,Johor,Tanjung Merak,Coastal,90.0,Excellent,85.0,89.0,92.0,95.0,90.0,-5.0,5.0,90.2,85.0,1.5999999999997698,Improving,False,False,False,False,False
MMJC013,MODERN,Johor,Tanjung Pengelih,Coastal,1.0,1.37075,104.089,Johor,Tanjung Pengelih,Coastal,92.0,Excellent,92.0,88.0,94.0,95.0,92.0,-3.0,0.0,92.2,88.0,0.6999999999997313,Improving,False,False,False,False,False
MMJC014,MODERN,Johor,Pantai Tanjong Stapa,Coastal,1.0,1.3425,104.136,Johor,Pantai Tanjong Stapa,Coastal,76.0,Moderate,72.0,77.0,93.0,95.0,76.0,-19.0,4.0,82.6,72.0,2.5999999999995005,Improving,False,True,False,False,False
MMJC015,MODERN,Johor,Pantai Teluk Gorek,Coastal,1.0,2.5825,103.805,Johor,Pantai Teluk Gorek,Coastal,94.0,Excellent,93.0,93.0,95.0,96.0,94.0,-2.0,1.0,94.2,93.0,0.4999999999998853,Stable,False,False,False,False,False
MMJC016,MODERN,Johor,Pantai Air Papan,Coastal,1.0,2.51806,103.833,Johor,Pantai Air Papan,Coastal,95.0,Excellent,92.0,93.0,95.0,95.0,95.0,0.0,3.0,94.0,92.0,0.7999999999999049,Improving,False,False,False,False,False
MMJC017,MODERN,Johor,Jeti Kukup,Coastal,1.0,1.325,103.441,Johor,Jeti Kukup,Coastal,77.0,Moderate,62.0,83.0,70.0,76.0,77.0,1.0,15.0,73.6,62.0,2.3000000000001757,Improving,False,True,False,False,False
MMJC018,MODERN,Johor,Pasir Gogok,Coastal,1.0,1.41744,104.1,Johor,Pasir Gogok,Coastal,84.0,Good,89.0,89.0,91.0,93.0,84.0,-9.0,-5.0,89.2,84.0,-0.6000000000000153,Declining,False,False,True,True,False
MMJC019,MODERN,Johor,Tanjung Buai,Coastal,1.0,1.49669,104.045,Johor,Tanjung Buai,Coastal,83.0,Good,91.0,87.0,89.0,90.0,83.0,-7.0,-8.0,88.0,83.0,-1.2999999999999878,Declining,False,False,True,True,False
MMJC020,MODERN,Johor,Pantai Desaru,Coastal,1.0,1.54667,104.261,Johor,Pantai Desaru,Coastal,96.0,Excellent,94.0,95.0,96.0,94.0,96.0,2.0,2.0,95.0,94.0,0.3000000000000347,Stable,False,False,False,False,False
MMJC021,MODERN,Johor,Tanjung Sepang,Coastal,1.0,1.39192,104.108,Johor,Tanjung Sepang,Coastal,88.0,Good,90.0,93.0,92.0,94.0,88.0,-6.0,-2.0,91.4,88.0,-0.2999999999999416,Stable,False,False,False,False,False
MMJC022,MODERN,Johor,Tanjung Penyusup,Coastal,1.0,1.37025,104.28,Johor,Tanjung Penyusup,Coastal,93.0,Excellent,93.0,93.0,95.0,94.0,93.0,-1.0,0.0,93.6,93.0,0.099999999999991,Stable,False,False,False,False,False
MMJC023,MODERN,Johor,Pantai Sungai Lurus,Coastal,1.0,1.72833,103.029,Johor,Pantai Sungai Lurus,Coastal,84.0,Good,88.0,85.0,94.0,94.0,84.0,-10.0,-4.0,89.0,84.0,0.09999999999979668,Stable,False,False,False,False,False
MMJC024,MODERN,Johor,Punggur,Coastal,1.0,1.68472,103.098,Johor,Punggur,Coastal,74.0,Moderate,90.0,79.0,95.0,81.0,74.0,-7.0,-16.0,83.8,74.0,-2.999999999999691,Declining,False,True,True,True,True
MMCC001,MODERN,Pahang,Pantai Cherating (Club Med),Coastal,1.0,4.14197,103.409,Pahang,Pantai Cherating (Club Med A),Coastal,95.0,Excellent,95.0,80.0,96.0,96.0,95.0,-1.0,0.0,92.4,80.0,1.5999999999992902,Improving,False,False,False,False,False
MMCC002,MODERN,Pahang,Pantai Cherating (Club Med),Coastal,1.0,4.12786,103.406,Pahang,Pantai Cherating (Club Med B),Coastal,96.0,Excellent,97.0,87.0,96.0,97.0,96.0,-1.0,-1.0,94.6,87.0,0.7999999999995518,Improving,False,False,False,False,False
MMCC003,MODERN,Pahang,Pantai Cherating (Legend),Coastal,1.0,4.11167,103.386,Pahang,Pantai Cherating (Legend A),Coastal,94.0,Excellent,93.0,93.0,96.0,95.0,94.0,-1.0,1.0,94.2,93.0,0.3999999999999447,Stable,False,False,False,False,False
MMCC004,MODERN,Pahang,Pantai Cherating (Legend),Coastal,1.0,4.10461,103.386,Pahang,Pantai Cherating (Legend B),Coastal,96.0,Excellent,95.0,94.0,96.0,97.0,96.0,-1.0,1.0,95.6,94.0,0.4999999999998604,Stable,False,False,False,False,False
MMCC005,MODERN,Pahang,Pantai Muhibbah Balok,Coastal,1.0,3.94163,103.385,Pahang,Pantai Muhibbah Balok A,Coastal,93.0,Excellent,90.0,93.0,96.0,94.0,93.0,-1.0,3.0,93.2,90.0,0.6999999999999973,Improving,False,False,False,False,False
MMCC006,MODERN,Pahang,Pantai Muhibbah Balok,Coastal,1.0,3.92353,103.375,Pahang,Pantai Muhibbah Balok B,Coastal,72.0,Moderate,74.0,90.0,92.0,94.0,72.0,-22.0,-2.0,84.4,72.0,2.196186580847629e-13,Stable,False,True,False,False,False
MMCC007,MODERN,Pahang,Pantai Batu Hitam,Coastal,1.0,3.886,103.368,Pahang,Pantai Batu Hitam A,Coastal,93.0,Excellent,92.0,93.0,92.0,95.0,93.0,-2.0,1.0,93.0,92.0,0.3999999999999034,Stable,False,False,False,False,False
MMCC008,MODERN,Pahang,Pantai Batu Hitam,Coastal,1.0,3.89031,103.369,Pahang,Pantai Batu Hitam B,Coastal,92.0,Excellent,84.0,96.0,94.0,97.0,92.0,-5.0,8.0,92.6,84.0,1.6999999999999873,Improving,False,False,False,False,False
MMCC009,MODERN,Pahang,Pantai Berserah,Coastal,1.0,3.88228,103.368,Pahang,Pantai Berserah A,Coastal,96.0,Excellent,93.0,93.0,93.0,95.0,96.0,1.0,3.0,94.0,93.0,0.7999999999998442,Improving,False,False,False,False,False
MMCC010,MODERN,Pahang,Pantai Berserah,Coastal,1.0,3.876,103.369,Pahang,Pantai Berserah B,Coastal,95.0,Excellent,90.0,90.0,94.0,93.0,95.0,2.0,5.0,92.4,90.0,1.2999999999998235,Improving,False,False,False,False,False
MMCC011,MODERN,Pahang,Pantai Teluk Cempedak,Coastal,1.0,3.81667,103.374,Pahang,Pantai Teluk Cempedak A,Coastal,93.0,Excellent,94.0,95.0,95.0,92.0,93.0,1.0,-1.0,93.8,92.0,-0.4999999999998294,Stable,False,False,False,False,False
MMCC012,MODERN,Pahang,Pantai Teluk Cempedak,Coastal,1.0,3.81019,103.374,Pahang,Pantai Teluk Cempedak B,Coastal,95.0,Excellent,93.0,95.0,96.0,87.0,95.0,8.0,2.0,93.2,87.0,-0.39999999999965435,Stable,False,False,False,False,False
MMCC013,MODERN,Pahang,Pantai Teluk Gelora,Coastal,1.0,3.80303,103.364,Pahang,Pantai Teluk Gelora A,Coastal,94.0,Excellent,72.0,70.0,95.0,91.0,94.0,3.0,22.0,84.4,70.0,6.499999999998969,Improving,False,False,False,False,False
MMCC014,MODERN,Pahang,Pantai Teluk Gelora,Coastal,1.0,3.80278,103.351,Pahang,Pantai Teluk Gelora B,Coastal,89.0,Good,59.0,59.0,92.0,87.0,89.0,2.0,30.0,77.2,59.0,8.799999999998663,Improving,False,False,False,False,False
MMCC015,MODERN,Pahang,Pantai Sepat,Coastal,1.0,3.7015,103.339,Pahang,Pantai Sepat A,Coastal,94.0,Excellent,94.0,96.0,96.0,96.0,94.0,-2.0,0.0,95.2,94.0,4.3379737508514056e-14,Stable,False,False,False,False,False
MMCC016,MODERN,Pahang,Pantai Sepat (B),Coastal,1.0,3.69886,103.34,Pahang,Pantai Sepat B,Coastal,94.0,Excellent,95.0,95.0,94.0,95.0,94.0,-1.0,-1.0,94.6,94.0,-0.19999999999998885,Stable,False,False,False,False,False
MMCC017,MODERN,Pahang,Pantai Legenda (A),Coastal,1.0,3.61798,103.413,Pahang,Pantai Legenda A,Coastal,95.0,Excellent,92.0,95.0,96.0,96.0,95.0,-1.0,3.0,94.8,92.0,0.6999999999999749,Improving,False,False,False,False,False
MMCC018,MODERN,Pahang,Pantai Legenda (B),Coastal,1.0,3.55029,103.467,Pahang,Pantai Legenda B,Coastal,96.0,Excellent,92.0,95.0,97.0,96.0,96.0,0.0,4.0,95.2,92.0,0.8999999999999575,Improving,False,False,False,False,False
MMCC019,MODERN,Pahang,Pantai Kuala Api-Api,Coastal,1.0,3.28119,103.433,Pahang,Pantai Kuala Api-Api,Coastal,95.0,Excellent,94.0,95.0,96.0,96.0,95.0,-1.0,1.0,95.2,94.0,0.29999999999997984,Stable,False,False,False,False,False
MMCC020,MODERN,Pahang,Pantai Tanjung Batu,Coastal,1.0,3.20503,103.447,Pahang,Pantai Tanjung Batu,Coastal,96.0,Excellent,94.0,92.0,96.0,95.0,96.0,1.0,2.0,94.6,92.0,0.6999999999998591,Improving,False,False,False,False,False
MMTC001,MODERN,Terengganu,Pantai Batu Buruk,Coastal,1.0,5.32654,103.156,Terengganu,Pantai Batu Buruk,Coastal,95.0,Excellent,88.0,95.0,91.0,97.0,95.0,-2.0,7.0,93.2,88.0,1.5999999999998449,Improving,False,False,False,False,False
MMTC002,MODERN,Terengganu,Pantai Bukit Keluang,Coastal,1.0,5.80676,102.61,Terengganu,Pantai Bukit Keluang,Coastal,95.0,Excellent,96.0,95.0,96.0,96.0,95.0,-1.0,-1.0,95.6,95.0,-0.10000000000001608,Stable,False,False,False,False,False
