STATE_NAME,STATION_LOCATION,STATION_ID,YEAR,MWQI,CATEGORY,SOURCE_FILE,MWQI_RANGE,STATION_ID_TYPE,LATITUDE,LONGITUDE,STATION_STATUS
Pulau Pinang,Luar Pantai Teluk Bahang,MMPC007,2013,74.79,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.462,100.213,1.0
Pulau Pinang,Persiaran Gurney,MMPC008,2013,51.75,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.4373,100.313,1.0
Kedah,Pantai Merdeka,MMKC001,2014,65.63,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.66976,100.369,1.0
Kedah,Langkawi Island Resort,MMKC002,2014,80.51,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.29669,99.861,1.0
Kedah,Pantai Kok,MMKC003,2014,82.15,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.36607,99.6791,1.0
Kedah,Pantai Kuah,MMKC004,2014,80.37,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.313553,99.851419,1.0
Kedah,Pantai Pasir Tengkorak,MMKC005,2014,82.05,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.43123,99.7261,1.0
Kedah,Pantai Teluk Burau,MMKC006,2014,88.36,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.36391,99.6685,1.0
Kedah,Pantai Teluk Nibong,MMKC007,2014,79.68,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.36022,99.7022,1.0
Kedah,Pantai Tengah,MMKC008,2014,70.21,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.27975,99.7275,1.0
Pulau Pinang,Gertak Sanggul,MMPC001,2014,55.64,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.27732,100.194,1.0
Pulau Pinang,Kawasan Perindustrian Bayan Lepas I,MMPC002,2014,55.34,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.30951,100.301,1.0
Pulau Pinang,Kawasan Perindustrian Bayan Lepas II,HIST_5303933_BAYAN_LEPAS_2,2014,54.71,Coastal,mqims 2013-2015.pdf,Moderate,LEGACY,,,
Pulau Pinang,Kawasan Perindustrian Bayan Lepas III,HIST_5302939_BAYAN_LEPAS_3,2014,54.46,Coastal,mqims 2013-2015.pdf,Moderate,LEGACY,,,
Pulau Pinang,Pantai Bersih,MMPC003,2014,61.22,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.44167,100.378,1.0
Pulau Pinang,Pantai Miami,MMPC004,2014,65.47,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.47923,100.268,1.0
Pulau Pinang,Pantai Pasir Panjang,MMPC005,2014,66.81,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.29722,100.183,1.0
Pulau Pinang,Batu Feringgi (Casuarina),MMPC006,2014,69.22,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46944,100.242,1.0
Pulau Pinang,Luar Pantai Teluk Bahang,MMPC007,2014,66.54,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.462,100.213,1.0
Pulau Pinang,Persiaran Gurney,MMPC008,2014,66.86,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.4373,100.313,1.0
Kedah,Pantai Merdeka,MMKC001,2015,68.57,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.66976,100.369,1.0
Kedah,Langkawi Island Resort,MMKC002,2015,71.44,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.29669,99.861,1.0
Kedah,Pantai Kok,MMKC003,2015,72.23,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.36607,99.6791,1.0
Kedah,Pantai Kuah,MMKC004,2015,71.05,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.313553,99.851419,1.0
Kedah,Pantai Pasir Tengkorak,MMKC005,2015,85.47,Coastal,mqims 2013-2015.pdf,Good,MODERN,6.43123,99.7261,1.0
Kedah,Pantai Teluk Burau,MMKC006,2015,70.95,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.36391,99.6685,1.0
Kedah,Pantai Teluk Nibong,MMKC007,2015,74.75,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.36022,99.7022,1.0
Kedah,Pantai Tengah,MMKC008,2015,68.06,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,6.27975,99.7275,1.0
Pulau Pinang,Gertak Sanggul,MMPC001,2015,53.11,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.27732,100.194,1.0
Pulau Pinang,Kawasan Perindustrian Bayan Lepas I,MMPC002,2015,,Coastal,mqims 2013-2015.pdf,,MODERN,5.30951,100.301,1.0
Pulau Pinang,Kawasan Perindustrian Bayan Lepas II,HIST_5303933_BAYAN_LEPAS_2,2015,,Coastal,mqims 2013-2015.pdf,,LEGACY,,,
Pulau Pinang,Kawasan Perindustrian Bayan Lepas III,HIST_5302939_BAYAN_LEPAS_3,2015,53.88,Coastal,mqims 2013-2015.pdf,Moderate,LEGACY,,,
Pulau Pinang,Pantai Bersih,MMPC003,2015,52.63,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.44167,100.378,1.0
Pulau Pinang,Pantai Miami,MMPC004,2015,69.18,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.47923,100.268,1.0
Pulau Pinang,Pantai Pasir Panjang,MMPC005,2015,70.46,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.29722,100.183,1.0
Pulau Pinang,Batu Feringgi (Casuarina),MMPC006,2015,66.07,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46944,100.242,1.0
Pulau Pinang,Luar Pantai Teluk Bahang,MMPC007,2015,65.36,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.462,100.213,1.0
Pulau Pinang,Persiaran Gurney,MMPC008,2015,48.03,Coastal,mqims 2013-2015.pdf,Poor,MODERN,5.4373,100.313,1.0
Pulau Pinang,Rumah Pam Baru Perai,MMPC009,2013,50.53,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.35417,100.387,1.0
Pulau Pinang,Rumah Pam Lama Perai,MMPC010,2013,51.02,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.33445,100.31,1.0
Pulau Pinang,Selat PP Selatan (Jelutong),MMPC011,2013,60.52,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.39108,100.329,1.0
Pulau Pinang,Tanjung Bungah,MMPC012,2013,51.91,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46742,100.281,1.0
Pulau Pinang,Teluk Tempoyak,MMPC013,2013,57.0,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46856,100.294,1.0
Pulau Pinang,Batu Maung,MMPC014,2013,72.34,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.287831,100.292314,1.0
Perak,Pantai Pasir Bogak,MMAC001,2013,51.75,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.21176,100.551,1.0
Perak,Pantai Teluk Dalam,MMAC002,2013,65.64,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.25,100.556,1.0
Perak,Pantai Teluk Batik,MMAC003,2013,63.86,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.18732,100.606,1.0
Perak,Pantai Tanjung Batu,MMAC004,2013,56.32,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.42659,100.595,1.0
Perak,Pantai Pasir Panjang,MMAC008,2013,64.09,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.34797,100.568,1.0
Selangor,Pantai Bagan Lalang,MMBC001,2013,86.08,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.6054,101.687,1.0
Selangor,Pantai Morib,MMBC002,2013,53.76,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.75,101.439,1.0
Selangor,Selat Pulau Babi,MMBC003,2013,65.21,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,3.00766,101.273,1.0
Selangor,Selat Klang Utara,MMBC004,2013,64.28,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,3.02818,101.351,1.0
N. Sembilan,Bagan Pinang,MMNC001,2013,67.9,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.50823,101.828,1.0
N. Sembilan,Telok Sinting,MMNC002,2013,72.29,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.41522,101.941,1.0
N. Sembilan,Port Dickson Bandar,MMNC003,2013,75.97,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.52001,101.798,1.0
N. Sembilan,Port Dickson Batu 4,MMNC004,2013,68.6,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.49971,101.837,1.0
N. Sembilan,Port Dickson Batu 5,MMNC005,2013,68.41,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.49585,101.838,1.0
N. Sembilan,Port Dickson Batu 6,MMNC006,2013,73.31,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.48079,101.847,1.0
N. Sembilan,Port Dickson Batu 7,MMNC007,2013,71.36,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.46123,101.851,1.0
N. Sembilan,Port Dickson Batu 8,MMNC008,2013,94.06,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.45415,101.854,1.0
N. Sembilan,Port Dickson Batu 10,MMNC009,2013,94.4,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41706,101.856,1.0
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2013,74.92,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.54237,101.798,1.0
N. Sembilan,Telok Pelanduk,MMNC011,2013,91.62,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41663,101.892,1.0
N. Sembilan,Pantai Cermin,MMNC012,2013,92.36,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41499,101.861,1.0
Pulau Pinang,Rumah Pam Baru Perai,MMPC009,2014,55.45,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.35417,100.387,1.0
Pulau Pinang,Rumah Pam Lama Perai,MMPC010,2014,59.73,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.33445,100.31,1.0
Pulau Pinang,Selat PP Selatan (Jelutong),MMPC011,2014,51.73,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.39108,100.329,1.0
Pulau Pinang,Tanjung Bungah,MMPC012,2014,67.36,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46742,100.281,1.0
Pulau Pinang,Teluk Tempoyak,MMPC013,2014,61.87,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46856,100.294,1.0
Pulau Pinang,Batu Maung,MMPC014,2014,57.26,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.287831,100.292314,1.0
Perak,Pantai Pasir Bogak,MMAC001,2014,80.41,Coastal,mqims 2013-2015.pdf,Good,MODERN,4.21176,100.551,1.0
Perak,Pantai Teluk Dalam,MMAC002,2014,70.01,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.25,100.556,1.0
Perak,Pantai Teluk Batik,MMAC003,2014,71.11,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.18732,100.606,1.0
Perak,Pantai Tanjung Batu,MMAC004,2014,84.07,Coastal,mqims 2013-2015.pdf,Good,MODERN,4.42659,100.595,1.0
Perak,Pantai Pasir Panjang,MMAC008,2014,85.58,Coastal,mqims 2013-2015.pdf,Good,MODERN,4.34797,100.568,1.0
Selangor,Pantai Bagan Lalang,MMBC001,2014,85.49,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.6054,101.687,1.0
Selangor,Pantai Morib,MMBC002,2014,87.97,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.75,101.439,1.0
Selangor,Selat Pulau Babi,MMBC003,2014,93.51,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,3.00766,101.273,1.0
Selangor,Selat Klang Utara,MMBC004,2014,94.96,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,3.02818,101.351,1.0
N. Sembilan,Bagan Pinang,MMNC001,2014,92.75,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.50823,101.828,1.0
N. Sembilan,Telok Sinting,MMNC002,2014,88.84,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.41522,101.941,1.0
N. Sembilan,Port Dickson Bandar,MMNC003,2014,70.39,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.52001,101.798,1.0
N. Sembilan,Port Dickson Batu 4,MMNC004,2014,93.92,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.49971,101.837,1.0
N. Sembilan,Port Dickson Batu 5,MMNC005,2014,67.31,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.49585,101.838,1.0
N. Sembilan,Port Dickson Batu 6,MMNC006,2014,81.68,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.48079,101.847,1.0
N. Sembilan,Port Dickson Batu 7,MMNC007,2014,90.13,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.46123,101.851,1.0
N. Sembilan,Port Dickson Batu 8,MMNC008,2014,93.86,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.45415,101.854,1.0
N. Sembilan,Port Dickson Batu 10,MMNC009,2014,90.1,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41706,101.856,1.0
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2014,91.99,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.54237,101.798,1.0
N. Sembilan,Telok Pelanduk,MMNC011,2014,91.5,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41663,101.892,1.0
N. Sembilan,Pantai Cermin,MMNC012,2014,88.47,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.41499,101.861,1.0
Pulau Pinang,Rumah Pam Baru Perai,MMPC009,2015,52.8,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.35417,100.387,1.0
Pulau Pinang,Rumah Pam Lama Perai,MMPC010,2015,55.26,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.33445,100.31,1.0
Pulau Pinang,Selat PP Selatan (Jelutong),MMPC011,2015,49.68,Coastal,mqims 2013-2015.pdf,Poor,MODERN,5.39108,100.329,1.0
Pulau Pinang,Tanjung Bungah,MMPC012,2015,61.82,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46742,100.281,1.0
Pulau Pinang,Teluk Tempoyak,MMPC013,2015,52.55,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.46856,100.294,1.0
Pulau Pinang,Batu Maung,MMPC014,2015,52.83,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,5.287831,100.292314,1.0
Perak,Pantai Pasir Bogak,MMAC001,2015,55.97,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.21176,100.551,1.0
Perak,Pantai Teluk Dalam,MMAC002,2015,54.45,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.25,100.556,1.0
Perak,Pantai Teluk Batik,MMAC003,2015,73.0,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.18732,100.606,1.0
Perak,Pantai Tanjung Batu,MMAC004,2015,69.34,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.42659,100.595,1.0
Perak,Pantai Pasir Panjang,MMAC008,2015,51.97,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,4.34797,100.568,1.0
Selangor,Pantai Bagan Lalang,MMBC001,2015,89.27,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.6054,101.687,1.0
Selangor,Pantai Morib,MMBC002,2015,70.1,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.75,101.439,1.0
Selangor,Selat Pulau Babi,MMBC003,2015,87.15,Coastal,mqims 2013-2015.pdf,Good,MODERN,3.00766,101.273,1.0
Selangor,Selat Klang Utara,MMBC004,2015,68.11,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,3.02818,101.351,1.0
N. Sembilan,Bagan Pinang,MMNC001,2015,87.97,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.50823,101.828,1.0
N. Sembilan,Telok Sinting,MMNC002,2015,90.65,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41522,101.941,1.0
N. Sembilan,Port Dickson Bandar,MMNC003,2015,84.1,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.52001,101.798,1.0
N. Sembilan,Port Dickson Batu 4,MMNC004,2015,91.61,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.49971,101.837,1.0
N. Sembilan,Port Dickson Batu 5,MMNC005,2015,88.16,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.49585,101.838,1.0
N. Sembilan,Port Dickson Batu 6,MMNC006,2015,88.8,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.48079,101.847,1.0
N. Sembilan,Port Dickson Batu 7,MMNC007,2015,86.85,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.46123,101.851,1.0
N. Sembilan,Port Dickson Batu 8,MMNC008,2015,77.94,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.45415,101.854,1.0
N. Sembilan,Port Dickson Batu 10,MMNC009,2015,93.11,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41706,101.856,1.0
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2015,79.48,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.54237,101.798,1.0
N. Sembilan,Telok Pelanduk,MMNC011,2015,93.6,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,2.41663,101.892,1.0
N. Sembilan,Pantai Cermin,MMNC012,2015,89.62,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.41499,101.861,1.0
Melaka,Pantai Rombang,MMMC001,2013,45.21,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.22728,102.148,1.0
Melaka,Pantai Kundur,MMMC002,2013,46.15,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.24319,102.14,1.0
Melaka,Pantai Tanjung Bidara,MMMC003,2013,44.08,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.29075,102.088,1.0
Melaka,Teluk Gong,MMMC004,2013,45.18,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A(i),MMMC005,2013,42.39,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A(ii),MMMC006,2013,40.67,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B(i),MMMC007,2013,41.95,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B(ii),MMMC008,2013,42.32,Coastal,mqims 2013-2015.pdf,Poor,MODERN,2.1813,102.255,1.0
Johor,Tanjung Bin,MMJC001,2013,88.26,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2013,85.67,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2013,78.9,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2013,61.19,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2013,65.03,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2013,63.94,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2013,63.48,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2013,64.32,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2013,82.96,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2013,83.06,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2013,59.57,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2013,49.56,Coastal,mqims 2013-2015.pdf,Poor,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2013,76.2,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2013,57.47,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2013,60.72,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2013,79.08,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2013,58.52,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.325,103.441,1.0
Johor,Jeti Tanjong Belungkor,HIST_1440963_JETI_TANJONG_BELUNGKOR,2013,80.31,Coastal,mqims 2013-2015.pdf,Good,LEGACY,,,
Johor,Pasir Gogok,MMJC018,2013,71.97,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.41744,104.1,1.0
Melaka,Pantai Rombang,MMMC001,2014,55.15,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.22728,102.148,1.0
Melaka,Pantai Kundur,MMMC002,2014,55.51,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.24319,102.14,1.0
Melaka,Pantai Tanjung Bidara,MMMC003,2014,52.04,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.29075,102.088,1.0
Melaka,Teluk Gong,MMMC004,2014,51.58,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A(i),MMMC005,2014,,Coastal,mqims 2013-2015.pdf,,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A(ii),MMMC006,2014,,Coastal,mqims 2013-2015.pdf,,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B(i),MMMC007,2014,,Coastal,mqims 2013-2015.pdf,,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B(ii),MMMC008,2014,,Coastal,mqims 2013-2015.pdf,,MODERN,2.1813,102.255,1.0
Johor,Tanjung Bin,MMJC001,2014,90.21,Coastal,mqims 2013-2015.pdf,Excellent,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2014,85.79,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2014,87.11,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2014,61.0,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2014,84.28,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2014,64.62,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2014,55.74,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2014,63.25,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2014,85.51,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2014,87.85,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2014,87.81,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2014,61.98,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2014,85.38,Coastal,mqims 2013-2015.pdf,Good,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2014,57.22,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2014,79.89,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2014,86.86,Coastal,mqims 2013-2015.pdf,Good,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2014,64.52,Coastal,mqims 2013-2015.pdf,Moderate,MODERN,1.325,103.441,1.0
Johor,Jeti Tanjong Belungkor,HIST_1440963_JETI_TANJONG_BELUNGKOR,2014,87.92,Coastal,mqims 2013-2015.pdf,Good,LEGACY,,,
